h x y Vpinput Vpoutput Vs Ro Q An Bi CPx Ol Amf OPx Alb Ort Gr Sio2 tiO2 al2O3 fe2O3 feO mnO mgO caO na2O k2O h2O
2 120.2 72.2 6.04 5.9051857744837575 3.4339472487505147 3.263314703611786 0.012673049903531701 0.009759448062938152 8.94683218178723e-05 0.8475346979263406 0.01566649692535863 0.04159245811106147 0.05564663934828118 0.016669616635113425 4.366280587563841e-05 0.00032446195968130595 50.99057610295111 0.4037029127323661 2.973740068915967 2.2817517048310996 10.144099072849212 0.33693436313196273 12.251258546502985 18.586767822529072 0.8085550887441896 0.11735887754605975 0.2521432943570301 
0 120.2 72.2 6.34 6.149008118906898 3.6318219948073707 3.46374297603164 0.0013524503947590096 0.13986878507603517 0.0004211772356481059 0.0008354028769403904 0.004443005239865838 5.021086462920452e-05 0.85131755042667 0.001275212946281151 0.00015242472874472276 0.00028378021042639335 48.378002591572866 0.211540330688544 6.3228856201688215 2.8365495732800086 24.95916561432892 0.4320375599520813 13.388447902570787 3.4545332682879093 0.2532553182395407 0.1435363628207052 0.33595226103214365 
6 120.57 70.23 6.52 6.432274810315755 3.7069873063895984 2.898399776452517 0.17308722297856644 0.046573721322881526 0.014698729416248262 0.037733356925565835 0.007981579325937061 0.23148507039160554 0.04343709532044787 0.013029054203073724 0.35519817462973435 0.0767759954859394 61.375922860612114 0.37089636914010815 13.002722477373633 1.658063873633534 6.524110805791835 0.2693474044332189 4.119483821250583 5.112849883457806 1.6497933417168644 43.743789932386555 0.8759187535027328 
3 120.93 68.27 6.12 6.021031479244265 3.3662316674089023 3.0748074063471793 0.00013941462833090386 0.17702310057488502 0.00018414189756149648 0.010609653129718621 0.17296176618190207 0.5695429092520353 0.06908799116355692 0.00020550814743397415 5.686625568398286e-05 0.00018864876889169578 44.551464935344015 0.7153886192603783 12.37089874306664 2.804952928018177 11.3651232109235 0.28349390140988756 14.175550356100223 9.722922602155837 1.0189140486093262 0.4251277523592978 1.7725485506032626 
8 120.93 68.27 6.27 6.406139274829011 3.7124442301404184 3.277455805962224 0.005614455946766289 0.000858224439907047 0.00021617060539865353 0.7926397963441667 0.0005620081588229755 0.11352832600414571 0.04149735782325969 0.01063485351125224 0.0037108915074810472 0.030737915658799634 50.091893863016786 0.4724147934058125 3.785646632294431 2.5080883252057387 10.560885119838257 0.3873795541292684 11.489224639018873 18.296247982216265 0.824353175152843 0.6078181192108374 0.44591191090606075 
2 121.67 64.33 6.64 6.742006905586281 3.646838602240884 2.7900342920018004 0.04021199678503142 0.5048453334604288 0.0004711533690548702 0.08071961539220564 0.006314727735920108 0.10372785550952757 0.0023334797600073278 0.2550376726437341 0.002367489913512399 0.003970675430577742 53.07241592949183 0.17322377629510313 24.36954897269291 0.91044828487084 2.2277406710655976 0.08115481169674651 2.395413046274939 12.39287758333911 3.3437723907974726 0.5400182931736229 0.6566822442149199 
2 121.67 64.33 6.84 6.645335022511127 3.6774412598846515 2.839282424681368 0.00010208978472963428 0.06610224881597482 0.017152285879062302 0.04743973950266044 0.0002922717543217552 0.00033126377263002787 0.10021112087593403 0.03305478574972791 0.6517248180370537 0.08358937582790535 58.09633217627021 0.1253976446940179 17.70518385733745 1.0451724518484569 5.694410535820195 0.24798722260140535 2.6677572194197356 3.5073798218681316 2.439175719321823 79.89438828665416 0.35432760641040656 
6 122.03 62.37 6.94 7.057973082520894 3.8140883042673934 2.924342169981416 0.004709465004563092 0.4959365355702692 0.11624299690318639 0.10100032168868003 0.005870215254813359 0.2159083800526412 0.012840033185099594 0.015862201937051162 0.01627036682091731 0.015359483582778628 45.13940865536408 0.6397796974948238 22.82261657573042 1.9494946746941837 6.14965340456074 0.1685515023956071 5.040062454493254 13.985507573396312 0.9695169200087786 3.1660205575285074 1.1377488285325639 
8 122.4 60.4 6.77 6.665430252914505 3.6762091657128484 2.967748835129929 7.279428421341114e-06 0.35737244923094 0.11262396634133005 0.006113835675635419 0.3682713871764339 0.05641483590000205 7.310634202035002e-05 0.07798380992218573 0.02103949627865161 9.983370437952303e-05 43.906469184371886 0.41441082377544347 17.146985772595063 1.2938439941917195 8.09704037220824 0.22484807312646835 17.939750254256314 7.70705069483916 1.3153608835779984 3.628588087390585 0.6767720834152074 
4 122.767 58.433 6.71 6.530004435040146 3.781239457720825 3.3240424219392515 0.0016816924259924191 0.09256901721173595 0.0003484377846500278 0.00035958551239668524 0.5569492600065766 0.001397080663881779 0.3364789549065246 0.0042562849198993415 0.00443173597277156 0.0015279505955710308 43.42106838783843 0.12300468333779328 4.192199530850041 1.7126180938721802 18.302622636158823 0.43543404042849837 29.606588163792125 2.304942340089596 0.23779066359698559 0.6243436285787791 0.25985258622241447 
